interview_date,child_age_years,child_birthday,EC6,EC7,EC8,EC9,EC10,EC11,EC12,EC13,EC14,EC15
3/29/2019,4,2/21/2015,2,2,1,1,1,1,1,1,2,2
3/28/2019,4,11/27/2014,2,2,1,1,1,1,1,1,2,2
3/28/2019,3,1/17/2016,2,2,2,1,2,2,2,1,2,1
3/28/2019,4,7/14/2014,2,2,2,1,2,1,1,1,2,2
3/28/2019,3,4/24/2015,2,2,2,1,2,1,1,1,2,2
3/26/2019,4,10/12/2014,2,2,2,1,2,1,1,1,2,2
3/31/2019,4,8/22/2014,2,1,2,1,2,1,2,1,2,2
3/27/2019,3,9/7/2015,2,2,2,1,1,2,2,1,1,1
3/26/2019,3,10/30/2015,2,2,2,2,1,1,1,1,1,2
3/23/2019,3,2/25/2016,2,2,2,1,2,2,2,1,1,1
3/25/2019,3,6/15/2015,2,2,2,1,1,1,1,1,1,2
3/23/2019,3,6/6/2015,2,2,2,1,1,1,1,1,1,2
2/13/2019,3,11/11/2015,2,2,2,1,2,1,1,1,2,2
2/16/2019,3,11/30/2015,2,2,2,2,1,1,2,2,1,2
2/14/2019,4,1/31/2015,2,2,2,1,2,1,1,1,1,1
2/19/2019,4,8/11/2014,1,2,1,1,2,1,1,1,2,2
2/17/2019,4,9/10/2014,2,2,2,1,1,1,1,1,1,1
2/13/2019,4,12/14/2014,2,2,2,1,2,1,1,1,2,1
2/13/2019,4,5/17/2014,2,2,1,1,2,1,2,1,2,1
2/15/2019,3,1/3/2016,2,2,2,1,1,1,1,1,2,1
2/15/2019,3,10/26/2015,2,2,2,1,1,1,1,1,1,1
2/15/2019,3,7/28/2015,2,2,2,1,2,2,1,1,1,1
2/15/2019,3,9/17/2015,2,2,2,1,2,1,1,1,1,2
2/15/2019,4,5/31/2014,2,1,1,1,1,1,1,1,1,2
2/15/2019,4,4/5/2014,2,2,2,1,2,1,1,1,1,1
2/12/2019,4,11/3/2014,2,2,2,1,2,1,1,1,2,1
2/17/2019,4,1/2/2015,2,2,1,1,1,2,2,1,1,2
2/12/2019,3,8/15/2015,2,1,1,1,2,1,1,1,2,2
2/11/2019,3,12/30/2015,2,2,2,1,2,1,1,1,1,2
3/14/2019,3,NA,2,2,2,1,2,1,1,1,2,2
3/13/2019,3,7/10/2015,2,2,2,1,2,1,2,1,1,2
3/13/2019,3,12/17/2015,2,2,2,1,2,2,2,1,1,1
3/13/2019,3,12/17/2015,2,2,2,1,2,1,2,1,1,1
3/18/2019,3,6/5/2015,2,2,2,1,2,1,1,1,1,1
3/18/2019,4,7/4/2014,2,1,1,1,2,1,1,1,1,1
3/18/2019,3,11/27/2015,2,2,2,1,2,1,2,1,1,2
3/11/2019,3,1/5/2016,2,2,2,2,1,2,2,1,1,1
3/11/2019,4,8/24/2014,2,2,2,1,1,1,1,1,2,2
3/9/2019,3,11/3/2015,2,2,2,1,2,1,2,1,1,1
3/7/2019,3,10/6/2015,2,2,2,1,2,1,1,1,2,2
3/8/2019,4,1/20/2015,1,2,2,1,2,1,2,1,1,1
3/8/2019,3,11/24/2015,2,2,1,1,2,1,1,1,1,1
3/7/2019,4,11/28/2014,2,2,2,1,2,1,1,1,2,1
3/7/2019,4,8/5/2014,1,2,1,1,2,1,2,1,2,2
3/8/2019,4,3/4/2015,2,2,2,1,1,1,1,1,2,2
3/8/2019,3,9/3/2015,2,2,2,1,1,1,1,1,2,2
3/8/2019,3,3/9/2015,2,2,1,1,1,1,1,1,1,2
3/8/2019,3,10/4/2015,2,2,2,1,1,1,1,1,1,2
3/7/2019,3,6/7/2015,2,2,2,1,2,1,1,1,1,2
3/6/2019,4,10/28/2014,2,2,2,1,1,1,1,1,2,2
3/7/2019,3,12/6/2015,2,2,2,1,1,1,1,1,2,2
3/6/2019,4,1/1/2015,1,1,1,1,2,1,1,1,2,1
3/7/2019,3,6/1/2015,1,1,1,1,2,1,1,1,2,1
3/3/2019,4,8/21/2014,1,2,1,1,2,1,1,1,2,1
3/3/2019,3,10/24/2015,2,2,2,1,1,1,1,1,2,2
3/3/2019,3,3/8/2015,2,2,2,1,1,1,1,1,2,1
3/9/2019,3,8/24/2015,2,2,1,1,1,1,1,1,1,1
3/4/2019,4,5/30/2014,2,2,1,1,1,1,1,1,1,2
3/4/2019,3,6/15/2015,1,2,1,1,1,1,1,1,2,1
3/3/2019,4,6/12/2014,2,2,2,2,1,1,1,1,2,1
2/8/2019,4,2/3/2015,2,2,2,1,1,1,1,1,2,2
2/8/2019,3,7/1/2015,2,2,2,1,2,1,1,1,2,2
2/8/2019,4,4/15/2014,2,2,2,1,1,1,1,1,1,1
3/1/2019,4,5/21/2014,2,2,1,1,1,1,2,1,1,2
3/2/2019,3,8/3/2015,2,2,2,1,1,1,1,1,1,2
3/1/2019,4,3/16/2014,2,2,2,1,2,1,1,1,1,2
2/20/2019,4,1/18/2015,2,2,2,1,1,1,1,1,1,1
2/21/2019,4,8/5/2014,2,2,2,1,1,2,1,1,1,1
2/20/2019,4,4/26/2014,2,2,2,1,2,1,1,1,2,2
2/20/2019,4,4/24/2014,2,2,2,1,2,2,1,1,2,1
2/20/2019,3,9/2/2015,2,2,2,1,2,1,1,2,1,2
2/20/2019,3,9/2/2015,2,2,2,1,2,1,1,1,1,2
2/19/2019,3,7/8/2015,2,2,2,1,2,2,1,1,1,1
1/11/2019,4,2/21/2014,2,2,1,1,1,1,1,1,1,2
1/11/2019,4,6/26/2014,1,2,1,1,2,1,2,1,2,2
1/10/2019,3,3/1/2015,2,2,2,1,2,1,1,1,1,2
1/11/2019,3,5/20/2015,2,2,2,2,2,2,2,2,1,2
1/10/2019,4,5/27/2014,2,2,2,1,2,1,1,1,1,2
1/12/2019,4,12/26/2014,2,2,2,1,2,1,1,1,1,1
1/14/2019,4,4/6/2014,2,2,2,1,1,2,2,1,1,1
1/14/2019,3,11/9/2015,2,2,1,1,2,1,1,1,2,2
1/14/2019,4,3/11/2014,1,2,1,1,2,1,2,1,2,2
1/14/2019,4,6/2/2014,2,2,2,1,2,1,1,1,1,2
1/14/2019,3,1/18/2015,2,2,2,1,2,2,1,1,2,2
1/14/2019,3,9/13/2015,2,2,2,1,2,1,1,1,2,2
1/15/2019,3,11/6/2015,2,2,2,1,1,1,1,1,1,2
1/15/2019,4,9/28/2014,2,2,2,1,1,1,1,1,1,2
1/5/2019,3,10/8/2015,2,2,2,1,1,1,1,2,1,1
1/6/2019,4,4/3/2014,2,2,1,1,1,1,1,1,2,2
1/8/2019,4,10/19/2014,2,2,2,1,1,1,2,1,2,2
1/8/2019,4,2/16/2014,2,2,2,1,2,1,1,1,1,2
1/9/2019,4,6/24/2014,2,2,2,8,2,2,1,1,2,2
1/9/2019,4,10/2/2014,2,2,1,1,2,1,2,1,2,1
1/9/2019,3,12/1/2015,2,2,2,2,1,1,1,1,2,2
1/14/2019,3,7/16/2015,2,2,2,1,2,1,1,1,1,2
1/14/2019,4,5/19/2014,2,2,2,2,2,1,2,1,1,1
1/14/2019,3,6/2/2015,2,2,2,1,2,1,1,1,2,2
1/14/2019,4,7/13/2014,1,2,2,1,2,1,1,1,1,2
1/11/2019,4,6/2/2014,2,2,2,1,1,1,1,1,2,2
1/11/2019,4,5/12/2014,2,2,2,1,2,1,1,1,2,2
1/11/2019,4,7/2/2014,2,2,2,2,2,1,1,1,2,2
1/12/2019,3,11/8/2015,2,2,2,1,2,1,1,1,2,2
1/11/2019,3,6/24/2015,1,2,2,1,2,2,2,1,2,1
1/11/2019,4,8/5/2014,2,2,2,1,2,1,1,1,1,2
1/11/2019,3,10/7/2015,2,2,2,1,2,1,1,1,1,2
1/12/2019,3,12/3/2015,2,2,2,1,1,1,2,1,2,2
1/10/2019,4,10/21/2014,2,2,2,1,1,1,1,1,1,2
1/10/2019,4,3/17/2014,2,2,2,1,2,1,1,1,1,2
2/18/2019,4,9/15/2014,2,2,2,2,1,2,2,1,2,1
2/18/2019,3,10/1/2015,2,2,2,2,1,1,1,1,1,1
2/18/2019,3,8/22/2015,2,2,2,2,1,1,1,1,2,2
2/18/2019,4,9/25/2014,2,2,2,1,1,1,2,1,1,1
2/18/2019,4,10/14/2014,2,2,2,1,1,1,1,1,1,2
2/18/2019,4,5/25/2014,2,2,2,1,1,1,1,1,2,2
2/18/2019,3,12/17/2015,2,2,2,1,2,2,2,1,2,1
2/19/2019,4,4/6/2014,2,2,2,1,1,2,2,1,2,1
2/19/2019,3,NA,2,2,1,1,2,1,1,1,2,2
2/19/2019,4,5/24/2014,2,2,2,1,2,1,1,1,2,2
2/18/2019,3,7/27/2015,2,2,2,1,1,1,1,1,1,1
2/18/2019,4,11/18/2014,2,2,2,1,2,1,1,1,1,1
2/18/2019,4,10/4/2014,2,1,1,1,2,1,1,1,1,2
2/18/2019,3,12/2/2015,2,2,2,1,1,1,1,1,1,2
2/18/2019,4,8/15/2014,2,2,2,1,2,1,1,1,2,2
2/20/2019,3,1/17/2016,2,2,2,1,2,1,1,1,1,1
2/20/2019,4,2/12/2015,2,2,2,1,2,1,1,1,1,2
2/21/2019,4,4/17/2014,2,2,2,1,1,1,1,1,1,2
2/21/2019,4,6/7/2014,2,2,2,1,1,1,1,1,1,1
2/21/2019,4,5/21/2014,2,2,2,1,2,1,1,1,2,1
2/21/2019,3,3/5/2015,2,2,2,1,1,1,1,1,1,2
2/20/2019,3,8/9/2015,2,2,2,1,1,1,2,1,2,2
2/20/2019,3,8/15/2015,2,2,2,2,1,2,1,1,1,2
2/20/2019,4,10/6/2014,2,2,2,1,1,1,2,1,2,2
2/21/2019,3,12/29/2015,2,2,2,2,1,1,1,1,2,2
2/16/2019,3,9/23/2015,2,2,1,1,1,2,2,1,2,2
2/15/2019,4,8/18/2014,2,2,2,1,2,2,2,1,1,1
2/16/2019,4,6/12/2014,2,1,1,1,1,1,1,1,2,2
2/15/2019,4,8/13/2014,2,2,2,1,2,1,1,1,1,2
2/15/2019,4,2/26/2014,2,2,2,1,1,2,2,1,1,2
2/15/2019,3,10/18/2015,2,2,2,1,1,2,2,1,1,2
2/10/2019,4,10/16/2014,2,2,2,1,2,1,2,1,2,1
2/10/2019,3,5/19/2015,2,2,2,1,2,1,2,1,1,2
2/10/2019,4,7/16/2014,2,2,2,1,2,2,2,2,2,2
2/10/2019,4,7/22/2014,2,2,2,1,1,1,1,1,1,2
2/12/2019,3,7/16/2015,2,2,2,1,2,1,2,1,1,2
2/13/2019,3,5/9/2015,2,2,2,1,2,1,2,1,2,2
2/13/2019,4,3/21/2014,2,2,2,1,1,1,1,1,1,2
2/13/2019,3,10/10/2015,2,2,2,1,2,1,1,1,2,2
2/12/2019,4,10/26/2014,2,2,2,1,1,1,2,1,1,2
3/28/2019,3,9/29/2015,2,2,2,1,2,1,1,1,1,2
3/28/2019,3,1/15/2016,2,2,2,1,1,1,1,1,1,2
3/28/2019,3,2/11/2016,2,2,2,1,1,1,1,1,2,1
3/29/2019,4,12/2/2014,2,1,2,1,1,1,2,1,1,2
3/30/2019,3,11/28/2015,2,2,2,1,1,1,1,1,1,1
3/30/2019,4,10/2/2014,2,2,2,1,1,1,1,1,2,1
3/30/2019,4,5/4/2014,2,2,2,1,1,1,1,1,2,2
3/31/2019,4,10/7/2014,2,2,2,1,2,1,2,1,2,2
3/30/2019,4,8/27/2014,2,2,2,1,1,1,1,1,1,2
1/22/2019,4,11/10/2014,2,2,2,1,2,1,1,1,2,2
1/22/2019,3,4/13/2015,2,2,2,1,1,1,2,1,2,2
1/22/2019,3,2/13/2015,2,2,2,1,2,1,1,1,2,2
1/22/2019,4,7/3/2014,2,2,1,2,2,2,1,1,1,2
1/21/2019,4,12/26/2014,2,2,2,1,2,1,2,1,1,2
1/21/2019,3,10/30/2015,2,2,2,1,2,1,1,1,2,2
1/22/2019,3,6/18/2015,2,2,2,1,2,1,1,1,2,2
1/8/2019,4,10/19/2014,1,2,1,1,2,1,1,1,1,2
1/7/2019,3,11/22/2015,2,1,2,1,1,1,1,1,1,2
1/7/2019,4,12/23/2014,2,2,2,1,2,1,1,1,2,2
1/8/2019,3,12/23/2015,2,2,2,1,2,1,1,1,2,1
1/8/2019,3,7/10/2015,2,2,2,1,1,1,2,1,2,2
1/8/2019,3,7/12/2015,2,2,2,1,2,1,2,1,1,2
1/8/2019,3,12/23/2015,2,2,2,1,2,1,1,1,2,2
1/6/2019,4,5/14/2014,2,2,2,1,2,2,1,1,1,1
1/6/2019,3,3/18/2015,2,1,1,1,2,1,1,1,1,2
1/18/2019,4,9/27/2014,2,2,2,1,2,2,1,1,2,2
1/18/2019,4,9/27/2014,2,2,2,2,2,1,1,1,2,1
1/18/2019,4,11/17/2014,2,2,2,1,2,1,1,1,2,2
1/18/2019,4,10/3/2014,2,2,2,1,2,1,1,1,1,1
1/18/2019,3,12/14/2015,2,2,2,1,2,1,1,1,2,2
1/19/2019,4,6/20/2014,2,2,1,1,2,1,1,1,2,2
2/1/2019,4,3/6/2014,2,2,2,1,1,1,2,1,2,2
2/2/2019,3,8/9/2015,2,2,1,1,1,1,1,1,2,2
2/1/2019,3,1/13/2016,2,2,2,1,2,1,1,1,1,2
2/1/2019,4,8/7/2014,2,2,2,1,1,2,2,1,2,2
2/4/2019,4,2/27/2014,2,2,2,1,2,1,2,2,2,1
2/4/2019,3,6/27/2015,1,2,1,1,2,1,1,1,1,1
2/4/2019,4,8/7/2014,2,2,2,1,2,1,2,1,2,2
2/5/2019,3,5/22/2015,2,2,2,1,1,1,1,1,2,2
2/4/2019,4,NA,2,2,2,1,2,1,1,1,2,1
2/5/2019,4,11/11/2014,1,2,2,1,1,1,1,1,2,2
2/8/2019,4,9/15/2014,2,1,2,1,1,1,2,1,2,2
2/8/2019,3,2/1/2016,2,2,2,1,1,1,1,1,1,2
2/8/2019,3,4/17/2015,2,2,2,1,2,1,1,1,2,2
2/9/2019,3,6/25/2015,2,2,2,1,2,1,2,2,2,2
2/8/2019,3,3/7/2015,2,2,2,1,2,1,1,1,2,2
2/8/2019,4,3/22/2014,2,2,2,1,2,1,1,1,2,2
2/9/2019,4,5/26/2014,2,2,2,1,2,2,2,1,2,2
1/26/2019,3,9/15/2015,2,2,2,1,2,1,1,1,1,2
1/26/2019,3,9/20/2015,2,2,2,2,1,1,1,1,2,2
1/26/2019,3,12/11/2015,2,2,2,1,2,1,1,1,2,1
3/12/2019,4,5/17/2014,2,2,2,1,2,1,1,1,2,1
3/12/2019,4,3/10/2015,2,2,1,1,2,2,1,1,1,1
3/12/2019,4,10/10/2014,1,2,1,1,2,1,1,1,2,2
3/12/2019,4,12/8/2014,2,2,2,1,2,1,1,1,2,2
3/15/2019,4,1/4/2015,2,2,2,1,2,1,1,1,2,1
3/15/2019,3,11/13/2015,2,2,2,1,2,1,2,1,1,1
3/16/2019,4,4/13/2014,2,2,2,1,2,1,1,1,2,2
3/22/2019,3,1/9/2016,2,2,2,1,2,1,2,1,1,2
3/23/2019,4,6/29/2014,2,2,2,1,1,1,2,1,1,2
3/23/2019,3,7/9/2015,2,2,2,1,2,1,1,1,1,2
3/22/2019,4,4/5/2014,2,1,1,1,2,1,1,1,2,1
3/21/2019,3,6/15/2015,2,2,2,1,2,2,2,1,1,2
3/18/2019,4,3/31/2014,2,2,2,1,1,1,1,1,1,1
3/18/2019,3,5/17/2015,2,2,2,1,2,1,1,1,2,1
3/18/2019,4,11/10/2014,2,2,2,2,2,1,1,1,1,2
3/18/2019,3,6/1/2015,2,2,2,1,1,1,1,1,2,2
3/20/2019,4,10/5/2014,2,2,2,1,2,1,2,1,2,1
3/18/2019,3,10/15/2015,2,2,2,1,1,1,1,1,1,2
3/4/2019,4,11/22/2014,2,2,2,1,2,1,1,1,1,1
3/3/2019,4,2/19/2015,2,2,2,1,1,1,1,1,1,2
3/4/2019,3,7/9/2015,2,2,2,1,1,1,1,1,1,2
3/3/2019,4,6/14/2014,2,2,2,1,1,1,1,1,2,2
3/1/2019,3,11/29/2015,2,1,1,1,2,1,1,1,1,1
3/1/2019,3,2/7/2016,2,2,2,1,2,1,1,1,1,2
3/2/2019,4,4/23/2014,2,2,2,1,2,1,2,1,1,1
3/1/2019,3,10/31/2015,2,2,2,1,2,1,1,1,2,2
3/2/2019,4,2/5/2015,2,2,2,1,2,1,2,1,2,2
3/1/2019,3,9/20/2015,2,2,2,1,1,1,1,1,1,2
3/25/2019,3,6/4/2015,2,2,2,1,1,1,1,1,1,1
3/27/2019,3,8/28/2015,2,2,2,1,1,1,1,1,1,2
3/26/2019,3,6/29/2015,2,2,2,1,2,1,1,1,1,1
3/25/2019,4,5/17/2014,2,2,2,1,2,1,1,1,2,2
4/2/2019,3,11/26/2015,2,2,1,1,1,1,1,1,1,2
3/26/2019,3,8/19/2015,2,2,2,1,2,1,2,1,1,1
3/26/2019,3,2/24/2016,2,2,2,1,1,1,1,1,1,2
3/26/2019,3,7/16/2015,2,2,2,1,1,1,1,1,2,2
1/5/2019,3,2/8/2015,2,2,2,1,1,2,1,1,1,2
1/12/2019,4,1/8/2015,2,2,2,1,2,1,1,1,2,2
1/5/2019,4,1/19/2014,2,2,2,1,2,1,1,1,1,2
1/6/2019,4,4/12/2014,2,2,2,1,1,1,1,1,2,2
1/19/2019,4,5/29/2014,2,2,2,1,1,1,1,2,1,2
1/7/2019,3,12/20/2015,2,2,2,1,1,1,1,1,2,2
1/9/2019,4,5/6/2014,2,1,1,1,1,1,1,1,2,2
1/8/2019,3,7/16/2015,2,2,2,1,1,2,2,1,1,2
1/8/2019,3,5/11/2015,2,2,2,1,2,2,1,1,1,2
1/8/2019,4,6/8/2014,2,2,2,1,2,1,1,1,1,2
1/8/2019,4,4/15/2014,2,2,1,1,2,1,1,1,2,2
1/9/2019,3,6/6/2015,2,2,1,1,1,1,8,1,2,2
1/9/2019,4,7/21/2014,2,2,2,1,1,1,1,1,1,2
1/10/2019,3,9/17/2015,2,2,2,2,2,2,1,1,1,2
1/9/2019,4,7/14/2014,2,2,2,1,2,1,1,1,2,2
1/19/2019,4,1/13/2015,2,2,2,1,2,1,2,1,1,2
2/7/2019,4,7/30/2014,2,2,1,1,2,1,1,1,1,2
2/7/2019,4,8/8/2014,1,2,2,1,1,1,2,1,1,2
2/5/2019,3,5/3/2015,2,2,2,1,1,1,1,1,2,2
2/9/2019,4,3/28/2014,2,2,2,1,2,1,1,1,2,2
2/6/2019,4,7/15/2014,2,1,2,1,2,1,1,1,1,2
2/4/2019,4,9/26/2014,2,2,2,1,2,1,1,1,1,2
2/5/2019,3,6/13/2015,2,2,2,1,1,1,1,1,1,2
2/14/2019,4,8/15/2014,2,2,2,1,2,1,2,1,2,2
2/13/2019,3,3/23/2015,2,2,2,1,2,1,1,1,2,2
2/14/2019,4,5/11/2014,2,2,1,1,1,1,1,1,2,2
2/11/2019,4,1/26/2015,2,2,2,1,2,1,1,1,1,2
2/11/2019,3,5/15/2015,2,2,2,1,1,2,1,1,1,2
2/12/2019,3,11/11/2015,2,2,2,1,2,1,2,1,1,2
2/16/2019,4,1/22/2015,2,1,2,1,1,2,2,1,1,2
2/16/2019,4,1/22/2015,2,1,2,1,1,1,2,1,1,2
2/12/2019,3,4/8/2015,2,2,2,1,2,1,2,1,1,2
2/12/2019,4,9/13/2014,2,2,2,1,2,1,1,1,1,2
2/11/2019,4,11/30/2014,2,2,2,1,2,1,1,1,1,2
2/22/2019,4,3/2/2014,2,2,1,1,2,1,1,1,2,2
2/22/2019,3,10/16/2015,2,1,1,1,2,1,1,1,1,2
2/25/2019,3,9/5/2015,2,2,2,1,2,1,1,1,1,2
2/1/2019,3,10/26/2015,2,2,2,1,2,1,1,1,1,1
2/18/2019,4,12/4/2014,2,2,2,1,2,1,1,1,1,1
2/18/2019,3,4/15/2015,2,2,2,1,2,1,1,1,2,2
2/18/2019,3,9/3/2015,2,2,2,1,2,1,1,1,1,2
2/20/2019,4,4/29/2014,2,2,2,1,2,2,1,2,1,1
2/21/2019,4,5/19/2014,2,2,2,1,2,1,1,1,1,2
2/19/2019,3,4/13/2015,2,2,2,1,2,2,1,1,1,2
3/8/2019,4,5/5/2014,2,2,2,1,1,1,1,2,1,2
3/8/2019,4,6/10/2014,2,2,2,1,1,1,1,1,2,2
3/8/2019,4,1/5/2015,2,2,1,1,2,1,1,1,1,1
3/8/2019,3,6/5/2015,2,2,2,1,1,1,1,1,2,2
3/8/2019,3,4/29/2015,2,2,2,1,2,1,1,1,1,2
3/9/2019,4,2/9/2015,1,2,2,1,1,1,1,1,2,1
3/25/2019,3,1/11/2016,2,2,2,1,2,1,2,1,1,1
3/25/2019,3,4/20/2015,2,2,2,1,2,1,1,1,2,1
3/30/2019,3,1/12/2016,1,2,2,1,2,1,1,1,1,2
3/30/2019,3,9/29/2015,2,2,2,1,1,1,2,1,2,2
4/2/2019,3,7/31/2015,2,2,2,1,2,1,1,1,2,2
3/30/2019,3,4/14/2015,2,2,2,1,2,1,1,1,1,2
3/30/2019,3,6/22/2015,2,2,2,1,2,1,1,1,1,2
3/30/2019,4,9/5/2014,2,2,2,1,2,1,1,1,1,1
3/31/2019,3,12/12/2015,2,2,2,1,1,2,2,2,1,2
3/26/2019,3,2/28/2016,2,2,2,1,2,2,2,1,2,2
3/29/2019,4,10/14/2014,2,2,1,1,2,1,1,1,1,2
3/29/2019,3,8/31/2015,2,2,2,1,2,1,1,1,2,2
3/27/2019,3,9/24/2015,2,2,2,1,1,1,1,1,2,1
3/3/2019,3,NA,2,2,2,1,1,1,1,1,2,1
3/2/2019,3,11/9/2015,2,1,2,1,1,1,1,1,1,1
3/3/2019,3,5/17/2015,2,2,2,2,2,2,2,1,2,1
3/10/2019,3,11/29/2015,2,2,2,1,1,1,1,1,1,2
3/11/2019,3,9/5/2015,2,2,2,1,2,1,1,1,2,2
3/11/2019,4,11/4/2014,2,1,1,1,1,1,1,1,1,1
3/10/2019,4,8/10/2014,2,2,2,1,1,1,1,1,2,2
3/22/2019,4,7/14/2014,2,2,2,1,2,1,1,1,2,2
3/22/2019,3,10/20/2015,2,2,2,1,1,2,2,1,1,2
3/21/2019,4,8/16/2014,2,2,1,1,1,1,1,1,2,1
3/19/2019,4,9/23/2014,1,2,1,1,2,1,1,1,2,2
3/20/2019,3,8/4/2015,2,2,1,8,2,1,1,1,2,2
3/20/2019,3,8/4/2015,2,2,1,1,2,1,1,1,2,2
3/20/2019,4,10/2/2014,2,2,2,1,1,1,1,1,1,1
3/19/2019,4,5/27/2014,2,2,2,1,2,1,1,1,1,1
3/20/2019,3,12/8/2015,2,2,2,1,2,1,1,1,1,2
3/20/2019,4,7/13/2014,2,2,2,1,2,1,1,1,1,2
3/3/2019,4,4/2/2014,2,2,2,1,2,1,1,1,1,2
3/2/2019,4,8/20/2014,2,2,2,1,2,1,1,1,2,1
3/2/2019,3,1/18/2016,2,2,2,1,2,1,2,1,1,2
3/2/2019,3,10/12/2015,2,2,2,1,2,1,1,1,2,2
3/4/2019,3,2/7/2016,2,2,2,1,2,1,1,1,2,2
3/5/2019,3,1/29/2016,2,2,2,1,2,1,1,1,2,2
3/4/2019,4,12/31/2014,2,1,2,1,1,1,1,1,1,2
3/4/2019,4,1/1/2015,2,2,2,1,2,1,1,1,2,2
3/5/2019,4,11/14/2014,2,2,2,1,2,1,1,1,1,2
3/4/2019,3,7/23/2015,2,2,2,1,2,1,1,1,1,2
3/5/2019,4,9/8/2014,2,2,2,1,2,1,1,1,1,2
3/4/2019,4,4/13/2014,2,2,2,1,1,1,2,1,1,2
3/3/2019,4,6/27/2014,1,2,1,1,2,1,1,1,2,2
3/4/2019,3,7/24/2015,2,2,2,1,2,1,1,1,1,2
2/22/2019,4,7/13/2014,2,2,2,1,1,1,1,1,1,1
2/22/2019,4,4/15/2014,1,1,1,1,1,1,2,1,2,2
2/23/2019,4,1/4/2015,2,2,2,1,1,1,1,1,1,2
2/23/2019,3,6/30/2015,2,2,2,1,1,1,2,1,1,1
2/23/2019,3,9/29/2015,2,2,2,1,1,1,2,1,1,2
3/6/2019,4,5/29/2014,2,2,2,1,1,1,1,1,2,2
3/6/2019,4,4/20/2014,2,1,2,1,2,1,1,1,2,2
3/6/2019,4,12/18/2014,2,2,2,1,2,2,2,1,2,1
3/6/2019,3,6/21/2015,2,2,1,1,1,1,1,1,1,2
3/6/2019,3,6/21/2015,2,2,1,1,1,1,1,1,1,1
3/6/2019,3,8/3/2015,2,2,2,1,2,1,1,1,1,2
3/6/2019,3,12/22/2015,2,2,2,1,1,1,2,1,1,1
3/6/2019,3,11/8/2015,2,2,2,1,1,1,1,1,2,2
3/7/2019,3,2/20/2016,2,2,2,1,2,2,2,1,2,1
3/7/2019,4,4/6/2014,2,1,1,1,2,1,1,1,1,2
3/7/2019,3,12/20/2015,2,2,2,8,2,1,2,1,1,2
3/7/2019,4,10/10/2014,2,2,2,1,2,1,1,1,2,2
3/7/2019,3,1/28/2016,2,2,2,1,1,1,2,1,2,2
2/11/2019,4,1/6/2015,2,2,2,1,1,1,1,1,1,2
2/11/2019,3,11/13/2015,2,2,2,1,2,1,1,1,2,2
2/11/2019,4,9/8/2014,2,2,2,1,1,1,1,1,1,2
2/4/2019,4,6/14/2014,2,2,2,1,2,1,2,1,2,1
2/4/2019,3,4/18/2015,2,2,2,1,1,1,1,1,1,2
2/4/2019,4,1/23/2015,2,2,2,1,2,1,1,1,1,2
2/4/2019,3,1/18/2016,2,2,2,1,1,2,1,1,1,2
2/4/2019,4,8/26/2014,2,2,2,1,1,1,2,1,2,1
2/5/2019,4,8/19/2014,2,2,2,1,1,1,1,1,1,1
2/5/2019,3,3/24/2015,2,2,2,1,1,1,2,1,1,2
2/5/2019,4,2/25/2014,2,2,2,1,1,2,2,2,2,2
2/5/2019,3,1/27/2016,2,2,2,1,1,1,2,2,1,1
2/5/2019,4,4/3/2014,1,1,1,1,2,1,1,1,2,1
2/3/2019,4,12/21/2014,2,2,2,1,1,1,1,1,1,2
2/3/2019,4,10/15/2014,2,2,2,1,1,1,1,1,2,1
2/3/2019,4,2/1/2015,2,2,2,1,1,1,1,1,2,1
2/2/2019,4,10/9/2014,2,1,2,1,1,1,2,2,1,2
2/2/2019,4,12/31/2014,2,2,2,1,2,1,1,1,2,2
2/2/2019,4,8/2/2014,2,2,2,1,1,1,1,1,2,2
2/3/2019,4,5/7/2014,2,2,2,1,2,1,1,1,2,2
2/12/2019,4,3/29/2014,2,2,2,1,2,1,2,1,2,2
2/13/2019,4,11/3/2014,2,1,2,1,2,2,1,1,1,2
2/13/2019,4,10/31/2014,2,2,2,1,1,2,1,1,1,2
2/13/2019,3,9/1/2015,2,2,2,1,1,2,1,1,2,2
2/14/2019,4,8/29/2014,2,1,2,1,1,1,2,1,1,2
2/7/2019,4,6/30/2014,2,2,2,1,2,1,1,1,1,2
2/7/2019,3,11/10/2015,1,2,1,1,1,1,1,1,1,2
2/7/2019,4,8/28/2014,2,2,2,2,1,1,1,1,1,1
2/7/2019,4,7/1/2014,2,2,2,1,1,1,1,1,1,2
2/7/2019,4,5/17/2014,2,2,2,1,1,1,1,1,1,2
2/7/2019,3,9/26/2015,2,2,2,1,1,1,2,1,1,2
2/10/2019,4,8/14/2014,2,2,2,1,2,1,1,1,2,1
2/19/2019,4,6/18/2014,2,2,2,1,2,1,1,1,2,2
2/19/2019,3,2/9/2016,2,2,2,1,2,1,1,1,2,2
2/20/2019,3,10/22/2015,2,2,2,1,2,2,2,1,1,2
2/19/2019,4,8/19/2014,2,2,2,1,2,1,1,1,1,2
2/20/2019,4,3/3/2014,2,2,1,1,2,1,1,1,2,2
2/16/2019,4,8/3/2014,2,2,2,1,1,1,1,1,2,1
2/16/2019,3,6/9/2015,2,2,2,1,2,1,1,1,2,2
2/16/2019,4,7/18/2014,1,2,2,1,1,1,1,1,1,2
